Time,ECG
48.091,226
48.101,227
48.111,226
48.122,228
48.132,227
48.142,228
48.152,227
48.162,226
48.172,228
48.182,227
48.192,229
48.202,226
48.212,227
48.222,228
48.232,228
48.242,226
48.252,227
48.262,226
48.272,227
48.282,227
48.292,228
48.303,227
48.312,228
48.323,225
48.332,227
48.342,226
48.353,228
48.362,228
48.373,227
48.383,226
48.392,227
48.403,227
48.412,227
48.423,225
48.433,227
48.443,226
48.453,228
48.462,228
48.472,227
48.482,226
48.492,227
48.502,226
48.512,226
48.522,225
48.532,226
48.543,226
48.552,226
48.563,227
48.572,227
48.582,225
48.592,227
48.603,226
48.612,227
48.622,226
48.633,227
48.643,226
48.652,226
48.662,228
48.672,226
48.682,226
48.692,226
48.702,225
48.712,226
48.722,227
48.732,227
48.742,226
48.752,227
48.762,226
48.772,225
48.782,226
48.792,225
48.802,226
48.812,226
48.822,226
48.832,226
48.842,227
48.852,226
48.862,226
48.872,224
48.882,227
48.892,226
48.902,226
48.912,226
48.922,224
48.932,225
48.942,227
48.952,227
48.962,224
48.972,226
48.982,226
48.992,227
49.002,225
49.012,226
49.022,226
49.032,226
49.042,227
49.052,225
49.062,226
49.072,225
49.082,226
49.092,225
49.102,226
49.112,225
49.122,226
49.133,225
49.143,224
49.153,225
49.163,225
49.173,227
49.183,225
49.193,226
49.203,224
49.213,227
49.223,225
49.233,224
49.243,225
49.253,225
49.263,226
49.273,225
49.283,225
49.293,225
49.303,226
49.313,226
49.323,226
49.333,226
49.343,226
49.353,227
49.363,225
49.373,225
49.383,226
49.393,225
49.403,225
49.413,226
49.423,228
49.433,225
49.443,226
49.453,226
49.463,227
49.473,225
49.483,224
49.493,226
49.503,225
49.513,226
49.523,225
49.533,227
49.543,225
49.553,224
49.563,226
49.573,227
49.583,227
49.593,227
49.603,226
49.613,227
49.623,227
49.633,228
49.643,228
49.653,227
49.663,225
49.673,228
49.683,225
49.693,226
49.703,226
49.713,227
49.723,226
49.733,226
49.743,226
49.753,226
49.763,225
49.773,227
49.783,227
49.793,227
49.803,226
49.813,225
49.823,226
49.833,227
49.843,226
49.854,227
49.863,228
49.873,226
49.883,226
49.894,226
49.903,226
49.913,226
49.923,224
49.933,226
49.943,225
49.953,226
49.963,226
49.973,226
49.983,225
49.993,226
50.003,225
50.013,226
50.023,225
50.033,226
50.043,225
50.053,226
50.063,226
50.073,226
50.083,226
50.093,227
50.103,226
50.113,227
50.123,227
50.133,227
50.143,227
50.154,225
50.163,227
50.174,227
50.183,227
50.194,228
50.203,227
50.213,228
50.224,226
50.234,228
50.243,227
50.254,227
50.264,226
50.274,227
50.284,227
50.293,227
50.304,227
50.314,227
50.324,226
50.334,227
50.344,227
50.354,227
50.364,227
50.374,226
50.384,226
50.394,227
50.404,227
50.414,226
50.424,226
50.434,226
50.444,227
50.454,226
50.464,227
50.474,226
50.484,228
50.494,227
50.504,227
50.513,228
50.524,226
50.533,226
50.543,226
50.553,226
50.564,227
50.574,227
50.584,226
50.594,227
50.604,227
50.614,228
50.624,227
50.634,227
50.644,226
50.654,229
50.664,227
50.674,227
50.684,226
50.694,227
50.704,227
50.714,227
50.724,227
50.734,226
50.744,226
50.754,227
50.764,228
50.774,226
50.784,226
50.794,227
50.804,226
50.814,228
50.824,228
50.834,228
50.844,229
50.854,226
50.864,227
50.874,227
50.884,227
50.894,228
50.904,227
50.914,227
50.924,227
50.934,228
50.944,226
50.953,227
50.964,227
50.974,228
50.985,228
50.994,227
51.004,227
51.014,227
51.025,226
51.035,227
51.045,227
51.054,229
51.064,228
51.074,226
51.084,228
51.094,228
51.104,227
51.114,227
51.124,226
51.134,229
51.144,229
51.154,229
51.165,228
51.175,228
51.185,227
51.195,228
51.205,228
51.215,227
51.225,225
51.235,227
51.245,227
51.255,228
51.265,227
51.275,226
51.285,226
51.295,227
51.305,228
51.315,227
51.325,228
51.335,228
51.345,227
51.355,226
51.365,226
51.375,229
51.385,229
51.395,228
51.405,227
51.415,228
51.425,227
51.435,226
51.445,227
51.455,228
51.465,227
51.475,228
51.485,227
51.495,227
51.505,227
51.515,227
51.525,225
51.535,226
51.545,228
51.555,227
51.565,225
51.575,225
51.585,225
51.595,227
51.604,226
51.615,227
51.624,227
51.635,226
51.645,225
51.655,227
51.665,227
51.675,227
51.685,225
51.695,228
51.705,226
51.715,227
51.725,228
51.735,227
51.745,227
51.755,228
51.765,227
51.775,227
51.785,226
51.795,228
51.805,227
51.815,228
51.825,227
51.835,226
51.845,227
51.855,228
51.865,228
51.875,228
51.885,227
51.895,227
51.905,228
51.915,229
51.925,229
51.935,227
51.945,227
51.955,229
51.965,229
51.975,227
51.985,228
51.995,227
52.005,226
52.015,227
52.025,228
52.035,228
52.045,227
52.055,226
52.065,226
52.075,229
52.085,227
52.095,227
52.105,226
52.115,226
52.125,228
52.135,228
52.145,225
52.155,228
52.165,227
52.175,227
52.185,226
52.195,226
52.205,227
52.215,227
52.225,228
52.235,227
52.245,227
52.255,227
52.265,226
52.275,225
52.285,228
52.295,226
52.305,227
52.315,228
52.325,229
52.335,229
52.345,227
52.355,227
52.365,227
52.375,226
52.385,226
52.395,227
52.405,227
52.415,225
52.425,225
52.435,225
52.445,227
52.455,226
52.466,225
52.475,225
52.485,226
52.495,226
52.505,226
52.515,226
52.525,226
52.535,228
52.545,227
52.555,226
52.565,226
52.575,226
52.585,227
52.595,227
52.605,226
52.615,225
52.625,226
52.635,226
52.645,227
52.655,226
52.666,226
52.676,227
52.686,225
52.696,227
52.706,226
52.716,228
52.726,227
52.736,226
52.746,226
52.756,226
52.766,227
52.776,227
52.786,226
52.796,226
52.806,227
52.816,227
52.826,226
52.836,226
52.846,226
52.856,226
52.866,226
52.876,228
52.886,225
52.896,226
52.906,227
52.916,227
52.926,227
52.936,228
52.946,228
52.956,227
52.966,227
52.976,228
52.986,227
52.996,226
53.006,225
53.016,228
53.026,226
53.036,228
53.045,228
53.055,227
53.066,227
53.075,228
53.086,227
53.096,228
53.106,227
53.116,227
53.126,229
53.136,229
53.146,229
53.156,228
53.166,227
53.176,228
53.186,228
53.196,227
53.206,228
53.216,229
53.226,228
53.236,228
53.246,229
53.256,229
53.266,227
53.276,228
53.286,228
53.296,229
53.306,228
53.316,228
53.326,228
53.336,229
53.346,229
53.356,229
53.366,230
53.376,228
53.386,228
53.396,228
53.406,229
53.416,230
53.426,230
53.436,228
53.446,228
53.456,230
53.466,229
53.476,229
53.486,229
53.496,228
53.506,229
53.516,229
53.526,230
53.536,230
53.546,228
53.557,228
53.566,228
53.577,229
53.587,229
53.596,229
53.607,228
53.617,229
53.627,229
53.637,229
53.646,230
53.657,229
53.667,229
53.676,230
53.686,229
53.696,228
53.706,229
53.716,229
53.726,228
53.736,228
53.746,228
53.756,227
53.766,228
53.776,228
53.786,228
53.796,228
53.806,229
53.816,229
53.826,227
53.836,229
53.846,228
53.856,228
53.866,230
53.876,229
53.886,228
53.896,228
53.906,229
53.916,229
53.926,228
53.936,228
53.946,227
53.956,228
53.966,227
53.976,229
53.986,229
53.996,228
54.006,229
54.016,230
54.026,229
54.037,228
54.046,228
54.056,228
54.066,229
54.076,229
54.087,227
54.097,227
54.106,228
54.116,229
54.126,228
54.136,229
54.146,228
54.156,228
54.166,229
54.176,229
54.187,228
54.197,228
54.207,228
54.217,228
54.227,229
54.237,229
54.247,228
54.257,228
54.266,228
54.276,228
54.287,229
54.296,227
54.307,226
54.317,228
54.327,228
54.337,228
54.346,227
54.357,228
54.367,227
54.376,228
54.387,228
54.397,229
54.407,228
54.418,227
54.427,227
54.437,228
54.447,229
54.457,229
54.467,228
54.477,227
54.487,228
54.497,228
54.507,227
54.517,225
54.527,226
54.537,226
54.547,228
54.557,227
54.567,228
54.577,228
54.587,228
54.597,227
54.607,227
54.617,228
54.627,228
54.637,227
54.647,227
54.657,228
54.667,226
54.678,227
54.687,227
54.697,228
54.707,228
54.717,229
54.727,226
54.738,225
54.748,226
54.758,227
54.768,228
54.778,227
54.787,227
54.797,226
54.807,227
54.817,227
54.827,227
54.837,228
54.847,226
54.857,227
54.867,227
54.877,228
54.887,227
54.897,227
54.907,227
54.917,228
54.927,227
54.937,227
54.947,228
54.957,228
54.967,226
54.978,228
54.988,227
54.998,228
55.008,227
55.018,228
55.027,228
55.037,227
55.048,227
55.058,228
55.068,228
55.078,227
55.088,226
55.098,227
55.108,227
55.118,228
55.128,227
55.138,227
55.148,227
55.158,226
55.168,227
55.178,226
55.188,227
55.198,227
55.208,226
55.218,227
55.228,228
55.238,228
55.248,227
55.258,228
55.268,227
55.278,227
55.288,227
55.298,227
55.308,228
55.318,229
55.328,227
55.338,228
55.348,228
55.358,228
55.368,227
55.378,226
55.388,226
55.398,227
55.408,228
55.418,228
55.428,227
55.438,227
55.448,228
55.458,228
55.468,227
55.478,226
55.488,227
55.498,227
55.508,228
55.518,228
55.529,228
55.538,228
55.548,227
55.559,229
55.568,229
55.578,229
55.588,226
55.598,226
55.608,228
55.618,229
55.628,228
55.638,228
55.648,226
55.658,226
55.668,227
55.678,228
55.689,228
55.698,226
55.708,226
55.718,227
55.728,228
55.738,227
55.749,227
55.758,226
55.768,227
55.778,228
55.788,229
55.798,226
55.808,227
55.818,228
55.829,227
55.838,228
55.848,228
55.858,228
55.868,227
55.878,227
55.888,228
55.898,227
55.908,227
55.918,227
55.928,228
55.938,229
55.948,229
55.958,228
55.968,229
55.978,230
55.988,228
55.998,229
56.008,229
56.018,227
56.028,227
56.038,229
56.048,229
56.058,229
56.068,228
56.078,229
56.088,229
56.098,229
56.108,230
56.118,229
56.128,230
56.139,230
56.148,231
56.159,230
56.168,230
56.178,232
56.188,230
56.198,230
56.208,230
56.218,231
56.228,230
56.238,229
56.248,229
56.258,231
56.269,230
56.279,229
56.289,230
56.299,230
56.309,230
56.319,230
56.329,231
56.339,232
56.349,233
56.359,232
56.369,230
56.379,230
56.389,231
56.399,231
56.409,231
56.419,231
56.429,230
56.439,229
56.449,230
56.459,230
56.469,230
56.479,230
56.489,230
56.499,230
56.509,230
56.519,229
56.529,229
56.539,231
56.549,232
56.559,231
56.569,229
56.579,228
56.589,230
56.599,229
56.609,229
56.619,229
56.629,230
56.639,229
56.649,230
56.659,229
56.669,229
56.679,229
56.689,229
56.699,229
56.709,229
56.719,229
56.729,229
56.739,229
56.749,229
56.759,229
56.769,229
56.779,230
56.789,227
56.799,228
56.809,229
56.819,230
56.829,229
56.839,230
56.849,229
56.859,230
56.869,230
56.879,231
56.889,229
56.899,230
56.909,231
56.919,230
56.929,230
56.939,230
56.949,230
56.959,230
56.969,229
56.979,231
56.989,228
56.999,229
57.009,230
57.02,230
57.029,230
57.039,229
57.049,229
57.059,229
57.069,230
57.079,230
57.089,229
57.099,228
57.109,230
57.119,231
57.129,229
57.139,230
57.149,228
57.159,228
57.169,229
57.179,229
57.189,230
57.199,227
57.209,227
57.22,227
57.229,229
57.239,229
57.249,227
57.259,228
57.269,229
57.279,227
57.29,229
57.299,228
57.309,227
57.32,228
57.329,228
57.34,227
57.349,228
57.359,228
57.369,228
57.379,228
57.389,229
57.399,228
57.409,228
57.42,227
57.429,228
57.44,228
57.449,227
57.46,227
57.47,227
57.479,227
57.489,226
57.5,225
57.51,227
57.52,226
57.529,227
57.539,228
57.549,225
57.559,225
57.569,227
57.579,227
57.59,227
57.599,227
57.61,226
57.62,225
57.629,227
57.64,227
57.65,227
57.66,226
57.67,225
57.679,226
57.689,226
57.699,226
57.709,225
57.72,226
57.73,227
57.74,228
57.75,228
57.76,226
57.77,225
57.78,227
57.79,227
57.8,226
57.81,226
57.82,227
57.83,226
57.84,225
57.85,226
57.86,226
57.87,225
57.88,225
57.89,227
57.9,225
57.91,225
57.92,225
57.93,226
57.94,226
57.95,227
57.96,226
57.97,225
57.98,225
57.99,225
58.0,226
58.01,225
58.02,226
58.03,226
58.041,226
58.05,225
58.06,226
58.071,226
58.081,224
58.091,225
58.101,226
58.111,225
58.121,225
58.13,225
58.14,226
58.15,226
58.16,225
58.17,224
58.18,224
58.19,226
58.2,225
58.21,223
58.221,223
58.23,224
58.241,224
58.251,225
58.26,224
58.27,225
58.28,223
58.29,224
58.3,224
58.31,224
58.32,225
58.33,224
58.34,224
58.35,224
58.36,225
58.37,225
58.38,225
58.39,224
58.4,224
58.41,225
58.42,225
58.43,224
58.44,225
58.45,224
58.46,224
58.47,225
58.481,225
58.491,225
58.5,225
58.51,225
58.521,225
58.531,225
58.541,224
58.551,225
58.561,226
58.571,224
58.581,224
58.591,224
58.601,223
58.611,223
58.621,224
58.63,224
58.641,223
58.651,222
58.661,221
58.671,221
58.68,223
58.69,222
58.701,222
58.711,222
58.72,221
58.731,222
58.741,221
58.75,221
58.761,221
58.77,222
58.781,221
58.79,221
58.8,222
58.81,222
58.82,221
58.83,220
58.841,221
58.851,222
58.86,222
58.87,221
58.88,221
58.891,222
58.901,222
58.911,223
58.921,223
58.93,222
58.94,220
58.95,221
58.96,221
58.97,221
58.98,220
58.99,220
59.001,221
59.011,222
59.02,221
59.03,221
59.041,220
59.051,221
59.061,221
59.071,221
59.081,221
59.091,221
59.101,220
59.111,220
59.121,219
59.131,220
59.141,220
59.151,220
59.161,220
59.171,221
59.181,219
59.191,219
59.201,219
59.211,220
59.221,219
59.232,221
59.242,221
59.251,220
59.261,220
59.271,219
59.281,220
59.291,219
59.301,220
59.312,220
59.321,219
59.331,219
59.34,220
59.35,219
59.36,220
59.37,219
59.38,219
59.391,220
59.401,219
59.411,219
59.421,220
59.431,219
59.441,218
59.451,219
59.461,220
59.471,220
59.481,219
59.491,220
59.501,220
59.511,220
59.521,221
59.531,221
59.541,220
59.551,220
59.561,220
59.571,221
59.581,220
59.591,219
59.601,220
59.611,220
59.621,221
59.631,220
59.641,218
59.651,218
59.661,221
59.671,221
59.681,220
59.691,220
59.701,220
59.711,221
59.721,221
59.732,222
59.741,221
59.752,221
59.762,223
59.771,223
59.782,221
59.792,222
59.802,220
59.812,221
59.822,221
59.832,222
59.842,221
59.852,221
59.862,221
59.872,221
59.882,221
59.892,222
59.902,222
59.912,222
59.922,220
59.932,222
59.942,222
59.952,222
59.962,220
59.972,221
59.982,221
59.992,221
60.002,220
